 time            v(vin)          v(vout)        
 4.00928000e-03  7.50582749e-01  5.30612664e-01 
 4.01028000e-03  7.50645462e-01  5.28492849e-01 
 4.01128000e-03  7.50708150e-01  5.26385243e-01 
 4.01228000e-03  7.50770810e-01  5.24290025e-01 
 4.01328000e-03  7.50833439e-01  5.22207367e-01 
 4.01428000e-03  7.50896035e-01  5.20137442e-01 
 4.01528000e-03  7.50958597e-01  5.18080418e-01 
 4.01628000e-03  7.51021120e-01  5.16036462e-01 
 4.01728000e-03  7.51083603e-01  5.14005736e-01 
 4.01828000e-03  7.51146043e-01  5.11988401e-01 
 4.01928000e-03  7.51208437e-01  5.09984611e-01 
 4.02028000e-03  7.51270785e-01  5.07994521e-01 
 4.02128000e-03  7.51333082e-01  5.06018279e-01 
 4.02228000e-03  7.51395326e-01  5.04056031e-01 
 4.02328000e-03  7.51457515e-01  5.02107917e-01 
 4.02428000e-03  7.51519647e-01  5.00174075e-01 
 4.02528000e-03  7.51581719e-01  4.98254638e-01 
 4.02628000e-03  7.51643728e-01  4.96349733e-01 
 4.02728000e-03  7.51705672e-01  4.94459485e-01 
 4.02828000e-03  7.51767549e-01  4.92584011e-01 
 4.02928000e-03  7.51829356e-01  4.90723427e-01 
 4.03028000e-03  7.51891092e-01  4.88877841e-01 
 4.03128000e-03  7.51952752e-01  4.87047355e-01 
 4.03228000e-03  7.52014335e-01  4.85232068e-01 
 4.03328000e-03  7.52075839e-01  4.83432073e-01 
 4.03428000e-03  7.52137261e-01  4.81647457e-01 
 4.03528000e-03  7.52198598e-01  4.79878300e-01 
 4.03628000e-03  7.52259849e-01  4.78124678e-01 
 4.03728000e-03  7.52321010e-01  4.76386659e-01 
 4.03828000e-03  7.52382080e-01  4.74664308e-01 
 4.03928000e-03  7.52443056e-01  4.72957681e-01 
 4.04028000e-03  7.52503935e-01  4.71266828e-01 
 4.04128000e-03  7.52564716e-01  4.69591795e-01 
 4.04228000e-03  7.52625395e-01  4.67932620e-01 
 4.04328000e-03  7.52685970e-01  4.66289334e-01 
 4.04428000e-03  7.52746440e-01  4.64661963e-01 
 4.04528000e-03  7.52806801e-01  4.63050526e-01 
 4.04628000e-03  7.52867051e-01  4.61455036e-01 
 4.04728000e-03  7.52927189e-01  4.59875500e-01 
 4.04828000e-03  7.52987210e-01  4.58311916e-01 
 4.04928000e-03  7.53047114e-01  4.56764279e-01 
 4.05028000e-03  7.53106897e-01  4.55232577e-01 
 4.05128000e-03  7.53166558e-01  4.53716791e-01 
 4.05228000e-03  7.53226093e-01  4.52216896e-01 
 4.05328000e-03  7.53285502e-01  4.50732861e-01 
 4.05428000e-03  7.53344780e-01  4.49264651e-01 
 4.05528000e-03  7.53403927e-01  4.47812222e-01 
 4.05628000e-03  7.53462939e-01  4.46375527e-01 
 4.05728000e-03  7.53521814e-01  4.44954513e-01 
 4.05828000e-03  7.53580551e-01  4.43549119e-01 
 4.05928000e-03  7.53639146e-01  4.42159284e-01 
 4.06028000e-03  7.53697597e-01  4.40784937e-01 
 4.06128000e-03  7.53755903e-01  4.39426004e-01 
 4.06228000e-03  7.53814060e-01  4.38082407e-01 
 4.06328000e-03  7.53872066e-01  4.36754063e-01 
 4.06428000e-03  7.53929920e-01  4.35440884e-01 
 4.06528000e-03  7.53987619e-01  4.34142779e-01 
 4.06628000e-03  7.54045160e-01  4.32859652e-01 
 4.06728000e-03  7.54102541e-01  4.31591404e-01 
 4.06828000e-03  7.54159761e-01  4.30337931e-01 
 4.06928000e-03  7.54216816e-01  4.29099128e-01 
 4.07028000e-03  7.54273705e-01  4.27874886e-01 
 4.07128000e-03  7.54330425e-01  4.26665091e-01 
 4.07228000e-03  7.54386974e-01  4.25469628e-01 
 4.07328000e-03  7.54443350e-01  4.24288380e-01 
 4.07428000e-03  7.54499550e-01  4.23121228e-01 
 4.07528000e-03  7.54555573e-01  4.21968047e-01 
 4.07628000e-03  7.54611416e-01  4.20828714e-01 
 4.07728000e-03  7.54667077e-01  4.19703104e-01 
 4.07828000e-03  7.54722554e-01  4.18591088e-01 
 4.07928000e-03  7.54777844e-01  4.17492536e-01 
 4.08028000e-03  7.54832946e-01  4.16407319e-01 
 4.08128000e-03  7.54887857e-01  4.15335306e-01 
 4.08228000e-03  7.54942575e-01  4.14276362e-01 
 4.08328000e-03  7.54997098e-01  4.13230356e-01 
 4.08428000e-03  7.55051423e-01  4.12197152e-01 
 4.08528000e-03  7.55105549e-01  4.11176618e-01 
 4.08628000e-03  7.55159474e-01  4.10168617e-01 
 4.08728000e-03  7.55213195e-01  4.09173015e-01 
 4.08828000e-03  7.55266710e-01  4.08189676e-01 
 4.08928000e-03  7.55320017e-01  4.07218466e-01 
 4.09028000e-03  7.55373114e-01  4.06259250e-01 
 4.09128000e-03  7.55425999e-01  4.05311893e-01 
 4.09228000e-03  7.55478670e-01  4.04376261e-01 
 4.09328000e-03  7.55531124e-01  4.03452220e-01 
 4.09428000e-03  7.55583360e-01  4.02539637e-01 
 4.09528000e-03  7.55635376e-01  4.01638379e-01 
 4.09628000e-03  7.55687169e-01  4.00748315e-01 
 4.09728000e-03  7.55738738e-01  3.99869314e-01 
 4.09828000e-03  7.55790080e-01  3.99001245e-01 
 4.09928000e-03  7.55841193e-01  3.98143979e-01 
 4.10028000e-03  7.55892076e-01  3.97297389e-01 
 4.10128000e-03  7.55942727e-01  3.96461348e-01 
 4.10228000e-03  7.55993142e-01  3.95635729e-01 
 4.10328000e-03  7.56043322e-01  3.94820408e-01 
 4.10428000e-03  7.56093262e-01  3.94015262e-01 
 4.10528000e-03  7.56142962e-01  3.93220169e-01 
 4.10628000e-03  7.56192420e-01  3.92435008e-01 
 4.10728000e-03  7.56241633e-01  3.91659660e-01 
 4.10828000e-03  7.56290599e-01  3.90894006e-01 
 4.10928000e-03  7.56339318e-01  3.90137930e-01 
 4.11028000e-03  7.56387786e-01  3.89391318e-01 
 4.11128000e-03  7.56436001e-01  3.88654054e-01 
 4.11228000e-03  7.56483963e-01  3.87926028e-01 
 4.11328000e-03  7.56531669e-01  3.87207129e-01 
 4.11428000e-03  7.56579117e-01  3.86497247e-01 
 4.11528000e-03  7.56626305e-01  3.85796274e-01 
 4.11628000e-03  7.56673232e-01  3.85104105e-01 
 4.11728000e-03  7.56719895e-01  3.84420636e-01 
 4.11828000e-03  7.56766293e-01  3.83745762e-01 
 4.11928000e-03  7.56812423e-01  3.83079383e-01 
 4.12028000e-03  7.56858285e-01  3.82421398e-01 
 4.12128000e-03  7.56903876e-01  3.81771710e-01 
 4.12228000e-03  7.56949195e-01  3.81130220e-01 
 4.12328000e-03  7.56994239e-01  3.80496835e-01 
 4.12428000e-03  7.57039007e-01  3.79871460e-01 
 4.12528000e-03  7.57083497e-01  3.79254003e-01 
 4.12628000e-03  7.57127707e-01  3.78644373e-01 
 4.12728000e-03  7.57171637e-01  3.78042481e-01 
 4.12828000e-03  7.57215282e-01  3.77448238e-01 
 4.12928000e-03  7.57258644e-01  3.76861559e-01 
 4.13028000e-03  7.57301718e-01  3.76282359e-01 
 4.13128000e-03  7.57344504e-01  3.75710554e-01 
 4.13228000e-03  7.57387001e-01  3.75146063e-01 
 4.13328000e-03  7.57429206e-01  3.74588804e-01 
 4.13428000e-03  7.57471117e-01  3.74038699e-01 
 4.13528000e-03  7.57512733e-01  3.73495670e-01 
 4.13628000e-03  7.57554053e-01  3.72959641e-01 
 4.13728000e-03  7.57595075e-01  3.72430536e-01 
 4.13828000e-03  7.57635797e-01  3.71908282e-01 
 4.13928000e-03  7.57676217e-01  3.71392807e-01 
 4.14028000e-03  7.57716335e-01  3.70884039e-01 
 4.14128000e-03  7.57756147e-01  3.70381909e-01 
 4.14228000e-03  7.57795654e-01  3.69886348e-01 
 4.14328000e-03  7.57834853e-01  3.69397290e-01 
 4.14428000e-03  7.57873742e-01  3.68914668e-01 
 4.14528000e-03  7.57912321e-01  3.68438417e-01 
 4.14628000e-03  7.57950587e-01  3.67968474e-01 
 4.14728000e-03  7.57988539e-01  3.67504777e-01 
 4.14828000e-03  7.58026176e-01  3.67047265e-01 
 4.14928000e-03  7.58063496e-01  3.66595877e-01 
 4.15028000e-03  7.58100498e-01  3.66150555e-01 
 4.15128000e-03  7.58137180e-01  3.65711240e-01 
 4.15228000e-03  7.58173541e-01  3.65277877e-01 
 4.15328000e-03  7.58209579e-01  3.64850410e-01 
 4.15428000e-03  7.58245293e-01  3.64428784e-01 
 4.15528000e-03  7.58280682e-01  3.64012946e-01 
 4.15628000e-03  7.58315743e-01  3.63602843e-01 
 4.15728000e-03  7.58350476e-01  3.63198425e-01 
 4.15828000e-03  7.58384880e-01  3.62799640e-01 
 4.15928000e-03  7.58418953e-01  3.62406439e-01 
 4.16028000e-03  7.58452693e-01  3.62018774e-01 
 4.16128000e-03  7.58486099e-01  3.61636598e-01 
 4.16228000e-03  7.58519171e-01  3.61259863e-01 
 4.16328000e-03  7.58551906e-01  3.60888524e-01 
 4.16428000e-03  7.58584304e-01  3.60522537e-01 
 4.16528000e-03  7.58616362e-01  3.60161858e-01 
 4.16628000e-03  7.58648081e-01  3.59806443e-01 
 4.16728000e-03  7.58679458e-01  3.59456251e-01 
 4.16828000e-03  7.58710493e-01  3.59111241e-01 
 4.16928000e-03  7.58741183e-01  3.58771371e-01 
 4.17028000e-03  7.58771529e-01  3.58436603e-01 
 4.17128000e-03  7.58801528e-01  3.58106898e-01 
 4.17228000e-03  7.58831180e-01  3.57782217e-01 
 4.17328000e-03  7.58860483e-01  3.57462523e-01 
 4.17428000e-03  7.58889436e-01  3.57147781e-01 
 4.17528000e-03  7.58918038e-01  3.56837954e-01 
 4.17628000e-03  7.58946289e-01  3.56533008e-01 
 4.17728000e-03  7.58974186e-01  3.56232908e-01 
 4.17828000e-03  7.59001729e-01  3.55937620e-01 
 4.17928000e-03  7.59028916e-01  3.55647113e-01 
 4.18028000e-03  7.59055747e-01  3.55361353e-01 
 4.18128000e-03  7.59082221e-01  3.55080310e-01 
 4.18228000e-03  7.59108336e-01  3.54803952e-01 
 4.18328000e-03  7.59134091e-01  3.54532250e-01 
 4.18428000e-03  7.59159486e-01  3.54265174e-01 
 4.18528000e-03  7.59184519e-01  3.54002696e-01 
 4.18628000e-03  7.59209190e-01  3.53744787e-01 
 4.18728000e-03  7.59233497e-01  3.53491420e-01 
 4.18828000e-03  7.59257439e-01  3.53242568e-01 
 4.18928000e-03  7.59281016e-01  3.52998204e-01 
 4.19028000e-03  7.59304227e-01  3.52758303e-01 
 4.19128000e-03  7.59327070e-01  3.52522839e-01 
 4.19228000e-03  7.59349545e-01  3.52291789e-01 
 4.19328000e-03  7.59371651e-01  3.52065128e-01 
 4.19428000e-03  7.59393387e-01  3.51842832e-01 
 4.19528000e-03  7.59414753e-01  3.51624879e-01 
 4.19628000e-03  7.59435746e-01  3.51411247e-01 
 4.19728000e-03  7.59456367e-01  3.51201913e-01 
 4.19828000e-03  7.59476615e-01  3.50996856e-01 
 4.19928000e-03  7.59496488e-01  3.50796056e-01 
 4.20028000e-03  7.59515987e-01  3.50599492e-01 
 4.20128000e-03  7.59535110e-01  3.50407145e-01 
 4.20228000e-03  7.59553856e-01  3.50218995e-01 
 4.20328000e-03  7.59572226e-01  3.50035023e-01 
 4.20428000e-03  7.59590217e-01  3.49855211e-01 
 4.20528000e-03  7.59607830e-01  3.49679542e-01 
 4.20628000e-03  7.59625064e-01  3.49507998e-01 
 4.20728000e-03  7.59641917e-01  3.49340561e-01 
 4.20828000e-03  7.59658390e-01  3.49177217e-01 
 4.20928000e-03  7.59674482e-01  3.49017948e-01 
 4.21028000e-03  7.59690192e-01  3.48862740e-01 
 4.21128000e-03  7.59705519e-01  3.48711577e-01 
 4.21228000e-03  7.59720463e-01  3.48564444e-01 
 4.21328000e-03  7.59735023e-01  3.48421327e-01 
 4.21428000e-03  7.59749199e-01  3.48282214e-01 
 4.21528000e-03  7.59762990e-01  3.48147089e-01 
 4.21628000e-03  7.59776396e-01  3.48015941e-01 
 4.21728000e-03  7.59789416e-01  3.47888756e-01 
 4.21828000e-03  7.59802049e-01  3.47765523e-01 
 4.21928000e-03  7.59814295e-01  3.47646230e-01 
 4.22028000e-03  7.59826154e-01  3.47530866e-01 
 4.22128000e-03  7.59837625e-01  3.47419420e-01 
 4.22228000e-03  7.59848707e-01  3.47311881e-01 
 4.22328000e-03  7.59859401e-01  3.47208239e-01 
 4.22428000e-03  7.59869705e-01  3.47108485e-01 
 4.22528000e-03  7.59879620e-01  3.47012608e-01 
 4.22628000e-03  7.59889145e-01  3.46920601e-01 
 4.22728000e-03  7.59898279e-01  3.46832455e-01 
 4.22828000e-03  7.59907023e-01  3.46748161e-01 
 4.22928000e-03  7.59915376e-01  3.46667711e-01 
 4.23028000e-03  7.59923337e-01  3.46591099e-01 
 4.23128000e-03  7.59930906e-01  3.46518316e-01 
 4.23228000e-03  7.59938083e-01  3.46449357e-01 
 4.23328000e-03  7.59944868e-01  3.46384215e-01 
 4.23428000e-03  7.59951260e-01  3.46322884e-01 
 4.23528000e-03  7.59957260e-01  3.46265358e-01 
 4.23628000e-03  7.59962866e-01  3.46211632e-01 
 4.23728000e-03  7.59968079e-01  3.46161701e-01 
 4.23828000e-03  7.59972899e-01  3.46115560e-01 
 4.23928000e-03  7.59977325e-01  3.46073206e-01 
 4.24028000e-03  7.59981357e-01  3.46034634e-01 
 4.24128000e-03  7.59984994e-01  3.45999841e-01 
 4.24228000e-03  7.59988238e-01  3.45968823e-01 
 4.24328000e-03  7.59991087e-01  3.45941578e-01 
 4.24428000e-03  7.59993542e-01  3.45918104e-01 
 4.24528000e-03  7.59995603e-01  3.45898397e-01 
 4.24628000e-03  7.59997269e-01  3.45882457e-01 
 4.24728000e-03  7.59998540e-01  3.45870282e-01 
 4.24828000e-03  7.59999416e-01  3.45861871e-01 
 4.24928000e-03  7.59999898e-01  3.45857223e-01 
 4.25028000e-03  7.59999985e-01  3.45856337e-01 
 4.25128000e-03  7.59999677e-01  3.45859214e-01 
 4.25228000e-03  7.59998974e-01  3.45865853e-01 
 4.25328000e-03  7.59997876e-01  3.45876256e-01 
 4.25428000e-03  7.59996384e-01  3.45890423e-01 
 4.25528000e-03  7.59994498e-01  3.45908356e-01 
 4.25628000e-03  7.59992216e-01  3.45930056e-01 
 4.25728000e-03  7.59989540e-01  3.45955525e-01 
 4.25828000e-03  7.59986470e-01  3.45984766e-01 
 4.25928000e-03  7.59983006e-01  3.46017780e-01 
 4.26028000e-03  7.59979147e-01  3.46054572e-01 
 4.26128000e-03  7.59974895e-01  3.46095144e-01 
 4.26228000e-03  7.59970248e-01  3.46139501e-01 
 4.26328000e-03  7.59965208e-01  3.46187646e-01 
 4.26428000e-03  7.59959775e-01  3.46239583e-01 
 4.26528000e-03  7.59953949e-01  3.46295318e-01 
 4.26628000e-03  7.59947729e-01  3.46354855e-01 
 4.26728000e-03  7.59941117e-01  3.46418200e-01 
 4.26828000e-03  7.59934112e-01  3.46485359e-01 
 4.26928000e-03  7.59926715e-01  3.46556338e-01 
 4.27028000e-03  7.59918927e-01  3.46631144e-01 
 4.27128000e-03  7.59910746e-01  3.46709783e-01 
 4.27228000e-03  7.59902175e-01  3.46792263e-01 
 4.27328000e-03  7.59893212e-01  3.46878591e-01 
 4.27428000e-03  7.59883859e-01  3.46968775e-01 
 4.27528000e-03  7.59874116e-01  3.47062824e-01 
 4.27628000e-03  7.59863983e-01  3.47160747e-01 
 4.27728000e-03  7.59853460e-01  3.47262552e-01 
 4.27828000e-03  7.59842549e-01  3.47368250e-01 
 4.27928000e-03  7.59831249e-01  3.47477849e-01 
 4.28028000e-03  7.59819561e-01  3.47591361e-01 
 4.28128000e-03  7.59807485e-01  3.47708796e-01 
 4.28228000e-03  7.59795022e-01  3.47830165e-01 
 4.28328000e-03  7.59782172e-01  3.47955480e-01 
 4.28428000e-03  7.59768936e-01  3.48084752e-01 
 4.28528000e-03  7.59755315e-01  3.48217994e-01 
 4.28628000e-03  7.59741308e-01  3.48355219e-01 
 4.28728000e-03  7.59726917e-01  3.48496439e-01 
 4.28828000e-03  7.59712142e-01  3.48641668e-01 
 4.28928000e-03  7.59696983e-01  3.48790921e-01 
 4.29028000e-03  7.59681441e-01  3.48944211e-01 
 4.29128000e-03  7.59665518e-01  3.49101554e-01 
 4.29228000e-03  7.59649212e-01  3.49262964e-01 
 4.29328000e-03  7.59632526e-01  3.49428458e-01 
 4.29428000e-03  7.59615460e-01  3.49598052e-01 
 4.29528000e-03  7.59598014e-01  3.49771761e-01 
 4.29628000e-03  7.59580189e-01  3.49949605e-01 
 4.29728000e-03  7.59561986e-01  3.50131598e-01 
 4.29828000e-03  7.59543405e-01  3.50317761e-01 
 4.29928000e-03  7.59524447e-01  3.50508112e-01 
 4.30028000e-03  7.59505114e-01  3.50702669e-01 
 4.30128000e-03  7.59485405e-01  3.50901451e-01 
 4.30228000e-03  7.59465322e-01  3.51104480e-01 
 4.30328000e-03  7.59444865e-01  3.51311775e-01 
 4.30428000e-03  7.59424036e-01  3.51523358e-01 
 4.30528000e-03  7.59402834e-01  3.51739250e-01 
 4.30628000e-03  7.59381261e-01  3.51959473e-01 
 4.30728000e-03  7.59359317e-01  3.52184049e-01 
 4.30828000e-03  7.59337005e-01  3.52413002e-01 
 4.30928000e-03  7.59314323e-01  3.52646356e-01 
 4.31028000e-03  7.59291274e-01  3.52884135e-01 
 4.31128000e-03  7.59267858e-01  3.53126364e-01 
 4.31228000e-03  7.59244076e-01  3.53373067e-01 
 4.31328000e-03  7.59219930e-01  3.53624272e-01 
 4.31428000e-03  7.59195419e-01  3.53880004e-01 
 4.31528000e-03  7.59170545e-01  3.54140291e-01 
 4.31628000e-03  7.59145309e-01  3.54405161e-01 
 4.31728000e-03  7.59119712e-01  3.54674642e-01 
 4.31828000e-03  7.59093756e-01  3.54948764e-01 
 4.31928000e-03  7.59067440e-01  3.55227555e-01 
 4.32028000e-03  7.59040766e-01  3.55511046e-01 
 4.32128000e-03  7.59013735e-01  3.55799269e-01 
 4.32228000e-03  7.58986348e-01  3.56092255e-01 
 4.32328000e-03  7.58958607e-01  3.56390037e-01 
 4.32428000e-03  7.58930512e-01  3.56692647e-01 
 4.32528000e-03  7.58902064e-01  3.57000119e-01 
 4.32628000e-03  7.58873265e-01  3.57312489e-01 
 4.32728000e-03  7.58844116e-01  3.57629790e-01 
 4.32828000e-03  7.58814618e-01  3.57952060e-01 
 4.32928000e-03  7.58784771e-01  3.58279335e-01 
 4.33028000e-03  7.58754578e-01  3.58611652e-01 
 4.33128000e-03  7.58724039e-01  3.58949051e-01 
 4.33228000e-03  7.58693156e-01  3.59291569e-01 
 4.33328000e-03  7.58661929e-01  3.59639248e-01 
 4.33428000e-03  7.58630361e-01  3.59992127e-01 
 4.33528000e-03  7.58598451e-01  3.60350249e-01 
 4.33628000e-03  7.58566203e-01  3.60713655e-01 
 4.33728000e-03  7.58533616e-01  3.61082390e-01 
 4.33828000e-03  7.58500692e-01  3.61456497e-01 
 4.33928000e-03  7.58467433e-01  3.61836022e-01 
 4.34028000e-03  7.58433839e-01  3.62221010e-01 
 4.34128000e-03  7.58399913e-01  3.62611508e-01 
 4.34228000e-03  7.58365655e-01  3.63007566e-01 
 4.34328000e-03  7.58331066e-01  3.63409230e-01 
 4.34428000e-03  7.58296149e-01  3.63816551e-01 
 4.34528000e-03  7.58260904e-01  3.64229580e-01 
 4.34628000e-03  7.58225333e-01  3.64648369e-01 
 4.34728000e-03  7.58189438e-01  3.65072971e-01 
 4.34828000e-03  7.58153219e-01  3.65503439e-01 
 4.34928000e-03  7.58116678e-01  3.65939828e-01 
 4.35028000e-03  7.58079817e-01  3.66382195e-01 
 4.35128000e-03  7.58042636e-01  3.66830596e-01 
 4.35228000e-03  7.58005139e-01  3.67285090e-01 
 4.35328000e-03  7.57967325e-01  3.67745736e-01 
 4.35428000e-03  7.57929196e-01  3.68212595e-01 
 4.35528000e-03  7.57890755e-01  3.68685728e-01 
 4.35628000e-03  7.57852002e-01  3.69165198e-01 
 4.35728000e-03  7.57812939e-01  3.69651069e-01 
 4.35828000e-03  7.57773568e-01  3.70143406e-01 
 4.35928000e-03  7.57733890e-01  3.70642276e-01 
 4.36028000e-03  7.57693906e-01  3.71147746e-01 
 4.36128000e-03  7.57653619e-01  3.71659886e-01 
 4.36228000e-03  7.57613030e-01  3.72178766e-01 
 4.36328000e-03  7.57572140e-01  3.72704457e-01 
 4.36428000e-03  7.57530951e-01  3.73237032e-01 
 4.36528000e-03  7.57489465e-01  3.73776565e-01 
 4.36628000e-03  7.57447683e-01  3.74323132e-01 
 4.36728000e-03  7.57405607e-01  3.74876810e-01 
 4.36828000e-03  7.57363239e-01  3.75437677e-01 
 4.36928000e-03  7.57320580e-01  3.76005813e-01 
 4.37028000e-03  7.57277632e-01  3.76581299e-01 
 4.37128000e-03  7.57234397e-01  3.77164217e-01 
 4.37228000e-03  7.57190876e-01  3.77754651e-01 
 4.37328000e-03  7.57147071e-01  3.78352688e-01 
 4.37428000e-03  7.57102984e-01  3.78958413e-01 
 4.37528000e-03  7.57058617e-01  3.79571915e-01 
 4.37628000e-03  7.57013971e-01  3.80193285e-01 
 4.37728000e-03  7.56969048e-01  3.80822612e-01 
 4.37828000e-03  7.56923850e-01  3.81459991e-01 
 4.37928000e-03  7.56878379e-01  3.82105516e-01 
 4.38028000e-03  7.56832636e-01  3.82759282e-01 
 4.38128000e-03  7.56786623e-01  3.83421387e-01 
 4.38228000e-03  7.56740343e-01  3.84091929e-01 
 4.38328000e-03  7.56693796e-01  3.84771011e-01 
 4.38428000e-03  7.56646985e-01  3.85458732e-01 
 4.38528000e-03  7.56599912e-01  3.86155198e-01 
 4.38628000e-03  7.56552578e-01  3.86860512e-01 
 4.38728000e-03  7.56504985e-01  3.87574783e-01 
 4.38828000e-03  7.56457136e-01  3.88298117e-01 
 4.38928000e-03  7.56409032e-01  3.89030625e-01 
 4.39028000e-03  7.56360674e-01  3.89772417e-01 
 4.39128000e-03  7.56312066e-01  3.90523606e-01 
 4.39228000e-03  7.56263208e-01  3.91284307e-01 
 4.39328000e-03  7.56214104e-01  3.92054635e-01 
 4.39428000e-03  7.56164753e-01  3.92834707e-01 
 4.39528000e-03  7.56115160e-01  3.93624641e-01 
 4.39628000e-03  7.56065325e-01  3.94424557e-01 
 4.39728000e-03  7.56015251e-01  3.95234576e-01 
 4.39828000e-03  7.55964939e-01  3.96054820e-01 
 4.39928000e-03  7.55914391e-01  3.96885413e-01 
 4.40028000e-03  7.55863610e-01  3.97726481e-01 
 4.40128000e-03  7.55812598e-01  3.98578148e-01 
 4.40228000e-03  7.55761356e-01  3.99440543e-01 
 4.40328000e-03  7.55709887e-01  4.00313792e-01 
 4.40428000e-03  7.55658192e-01  4.01198026e-01 
 4.40528000e-03  7.55606274e-01  4.02093375e-01 
 4.40628000e-03  7.55554135e-01  4.02999970e-01 
 4.40728000e-03  7.55501776e-01  4.03917942e-01 
 4.40828000e-03  7.55449200e-01  4.04847424e-01 
 4.40928000e-03  7.55396409e-01  4.05788548e-01 
 4.41028000e-03  7.55343405e-01  4.06741450e-01 
 4.41128000e-03  7.55290191e-01  4.07706262e-01 
 4.41228000e-03  7.55236767e-01  4.08683119e-01 
 4.41328000e-03  7.55183136e-01  4.09672156e-01 
 4.41428000e-03  7.55129301e-01  4.10673508e-01 
 4.41528000e-03  7.55075263e-01  4.11687308e-01 
 4.41628000e-03  7.55021025e-01  4.12713692e-01 
 4.41728000e-03  7.54966589e-01  4.13752794e-01 
 4.41828000e-03  7.54911957e-01  4.14804748e-01 
 4.41928000e-03  7.54857130e-01  4.15869687e-01 
 4.42028000e-03  7.54802113e-01  4.16947743e-01 
 4.42128000e-03  7.54746905e-01  4.18039049e-01 
 4.42228000e-03  7.54691510e-01  4.19143735e-01 
 4.42328000e-03  7.54635930e-01  4.20261930e-01 
 4.42428000e-03  7.54580167e-01  4.21393763e-01 
 4.42528000e-03  7.54524223e-01  4.22539360e-01 
 4.42628000e-03  7.54468100e-01  4.23698846e-01 
 4.42728000e-03  7.54411801e-01  4.24872345e-01 
 4.42828000e-03  7.54355328e-01  4.26059977e-01 
 4.42928000e-03  7.54298683e-01  4.27261860e-01 
 4.43028000e-03  7.54241868e-01  4.28478112e-01 
 4.43128000e-03  7.54184885e-01  4.29708845e-01 
 4.43228000e-03  7.54127738e-01  4.30954171e-01 
 4.43328000e-03  7.54070428e-01  4.32214197e-01 
 4.43428000e-03  7.54012956e-01  4.33489027e-01 
 4.43528000e-03  7.53955327e-01  4.34778763e-01 
 4.43628000e-03  7.53897541e-01  4.36083502e-01 
 4.43728000e-03  7.53839601e-01  4.37403337e-01 
 4.43828000e-03  7.53781510e-01  4.38738357e-01 
 4.43928000e-03  7.53723270e-01  4.40088649e-01 
 4.44028000e-03  7.53664882e-01  4.41454294e-01 
 4.44128000e-03  7.53606350e-01  4.42835366e-01 
 4.44228000e-03  7.53547676e-01  4.44231938e-01 
 4.44328000e-03  7.53488861e-01  4.45644077e-01 
 4.44428000e-03  7.53429909e-01  4.47071845e-01 
 4.44528000e-03  7.53370821e-01  4.48515296e-01 
 4.44628000e-03  7.53311600e-01  4.49974483e-01 
 4.44728000e-03  7.53252249e-01  4.51449450e-01 
 4.44828000e-03  7.53192769e-01  4.52940238e-01 
 4.44928000e-03  7.53133163e-01  4.54446880e-01 
 4.45028000e-03  7.53073433e-01  4.55969405e-01 
 4.45128000e-03  7.53013582e-01  4.57507834e-01 
 4.45228000e-03  7.52953612e-01  4.59062183e-01 
 4.45328000e-03  7.52893526e-01  4.60632462e-01 
 4.45428000e-03  7.52833325e-01  4.62218674e-01 
 4.45528000e-03  7.52773012e-01  4.63820818e-01 
 4.45628000e-03  7.52712590e-01  4.65438883e-01 
 4.45728000e-03  7.52652061e-01  4.67072854e-01 
 4.45828000e-03  7.52591427e-01  4.68722710e-01 
 4.45928000e-03  7.52530691e-01  4.70388423e-01 
 4.46028000e-03  7.52469855e-01  4.72069958e-01 
 4.46128000e-03  7.52408921e-01  4.73767275e-01 
 4.46228000e-03  7.52347892e-01  4.75480326e-01 
 4.46328000e-03  7.52286771e-01  4.77209058e-01 
 4.46428000e-03  7.52225559e-01  4.78953412e-01 
 4.46528000e-03  7.52164260e-01  4.80713323e-01 
 4.46628000e-03  7.52102875e-01  4.82488718e-01 
 4.46728000e-03  7.52041407e-01  4.84279521e-01 
 4.46828000e-03  7.51979858e-01  4.86085648e-01 
 4.46928000e-03  7.51918231e-01  4.87907010e-01 
 4.47028000e-03  7.51856529e-01  4.89743513e-01 
 4.47128000e-03  7.51794753e-01  4.91595057e-01 
 4.47228000e-03  7.51732907e-01  4.93461537e-01 
 4.47328000e-03  7.51670991e-01  4.95342841e-01 
 4.47428000e-03  7.51609010e-01  4.97238855e-01 
 4.47528000e-03  7.51546966e-01  4.99149458e-01 
 4.47628000e-03  7.51484860e-01  5.01074525e-01 
 4.47728000e-03  7.51422696e-01  5.03013927e-01 
 4.47828000e-03  7.51360476e-01  5.04967528e-01 
 4.47928000e-03  7.51298202e-01  5.06935191e-01 
 4.48028000e-03  7.51235876e-01  5.08916773e-01 
 4.48128000e-03  7.51173502e-01  5.10912128e-01 
 4.48228000e-03  7.51111082e-01  5.12921106e-01 
 4.48328000e-03  7.51048617e-01  5.14943552e-01 
 4.48428000e-03  7.50986112e-01  5.16979309e-01 
 4.48528000e-03  7.50923567e-01  5.19028218e-01 
 4.48628000e-03  7.50860986e-01  5.21090113e-01 
 4.48728000e-03  7.50798371e-01  5.23164828e-01 
 4.48828000e-03  7.50735724e-01  5.25252194e-01 
 4.48928000e-03  7.50673048e-01  5.27352038e-01 
 4.49028000e-03  7.50610346e-01  5.29464185e-01 
